"","jour","St. Johns","Halifax","Sydney","Yarmouth","Charlottvl","Fredericton","Scheffervll","Arvida","Bagottville","Quebec","Sherbrooke","Montreal","Ottawa","Toronto","London","Thunder Bay","Winnipeg","The Pas","Churchill","Regina","Pr. Albert","Uranium City","Edmonton","Calgary","Kamloops","Vancouver","Victoria","Pr. George","Pr. Rupert","Whitehorse","Dawson","Yellowknife","Iqaluit","Inuvik","Resolute"
"oct19",293,4,4.7,5.2,3.1,4.6,1.2,3.2,1.6,1.3,1.7,2.2,2.2,2.3,2.9,3,1.7,1.2,0.9,1.7,0.4,0.1,0.6,0.3,0.4,0.2,3.7,2.6,2,16.4,0.6,0.6,1,2.2,1.1,0.3
"oct20",294,3.5,5.9,6,6,4.1,3.8,2.3,2.6,3.2,3.8,3.6,4.5,2.8,2.6,2.4,1.1,0.4,0.2,0.9,0.6,0.9,0.6,0.6,0.3,0.2,5,2.9,3,13.8,0.6,0.9,1,1.2,0.6,0.3
"oct21",295,5.7,5.1,6.5,5.4,3.9,5.8,4.2,1.5,3,4.1,3.4,2.9,2.8,3.9,3.7,1.2,1,1.1,0.8,0.7,1.1,1.5,1.3,0.6,0.6,4.8,4,2.7,12.1,0.6,0.9,0.8,1.7,0.8,0.4
"oct22",296,2.5,3.9,3,2.3,3.6,2.9,3.1,2.8,1.9,1.6,1.6,2.8,3.4,3.3,3.5,1,0.3,1.5,0.8,1,0.7,0.7,0.3,0.3,0.5,6,4.3,1.8,13.4,0.8,1.7,0.5,0.9,0.7,0.4
"oct23",297,4.2,1.4,2.7,2.1,2,2.2,2.3,2.4,3.3,4.2,3.7,3.1,2.3,1.6,2.1,1.8,0.8,1.1,2,0.4,0.6,0.8,0.1,0.2,0.8,4.7,2.9,1.5,12.6,1,1.2,0.7,0.5,1.4,0.3
"oct24",298,3,5.8,3.9,4,3.2,4,2.1,1.4,1.4,1.7,2.2,1.4,1.9,1,2.1,2.3,0.2,0.7,1.8,0.9,0.6,1.1,1,0.5,0.6,4.7,4.4,1.5,14.1,0.5,0.9,1.9,1.2,1.2,0.1
"oct25",299,3.3,2.7,4.1,3,2.2,3.9,1.5,3.1,2.5,2.9,2.4,2.6,3.3,1.8,1.7,0.9,0.2,0.9,0.8,0.1,0.7,1.4,1.4,0.6,0.6,5.5,2.9,2.6,12.1,0.5,0.4,0.5,1.5,1.1,0.3
"oct26",300,5.4,6.9,5.5,5.1,5.5,3.7,2.5,0.8,2.2,1.9,2.5,1.8,1.7,0.6,0.8,0.5,0.4,1.4,0.8,0.4,1.6,1.4,0.6,1.3,0.4,5,3.9,1.3,10.8,0.6,0.7,0.7,1.3,0.8,0.1
"oct27",301,6.1,3.3,6,3.9,4.1,3,2.6,1.4,1.8,2,2.1,2.2,1.7,2.1,2.2,3.5,2.3,2.5,1,1.4,1.2,1,0.5,0.6,0.7,5.1,3.7,2.1,12.6,0.5,0.6,1.3,0.7,0.7,0.2
"oct28",302,6.1,1.9,3.5,1.9,3,2.4,1.6,3.3,2.4,3.9,4.6,2.9,2.1,1.1,1.2,1.8,1.7,1,1.3,0.5,0.3,1.3,0.3,0.2,0.4,3.1,1.3,1.5,10,0.3,1.7,1.6,1.1,0.7,0.6
"oct29",303,3.9,7.1,7.7,4.3,5.6,4,2.4,0.7,1.9,0.9,1,1,1,2,2.7,1.2,0.5,0.4,1.9,0.6,0.1,0.9,0.1,0.1,0.4,5,2.5,1.7,12.1,0.9,1.1,1.5,1.2,1.1,0.2
"oct30",304,5.8,2.4,3,2.6,1.7,1.5,2.2,1.1,1.1,0.7,0.5,0.5,1.1,1.2,1.2,1.3,1.6,1.4,1.5,0.5,0.8,1.2,0.3,0.3,0.5,3.3,2.5,2.3,12.6,0.9,0.7,0.7,0.8,0.7,0.2
"oct31",305,3.9,4.4,3.2,2.6,2.3,1.7,1.6,2.4,2,2.4,2.4,2.1,1.2,1.8,1.2,2,0.6,1.5,1.1,1.3,0.6,1,0.4,0.4,0.9,7.3,4.1,2.3,14.4,1.3,0.6,1.2,1.4,0.8,0.2
"nov01",306,3.9,3.8,3.6,3.5,2.7,3.7,2.5,0.6,2.7,3.7,3.8,4.6,3.7,3,3.9,3.9,0.7,1.5,1,0.7,1.6,1.1,0.4,0.2,0.5,5.3,4.8,3.6,14.5,0.6,0.4,0.7,1.1,0.8,0.3
"nov02",307,4.3,4.4,2.9,3.9,3,4.3,2.2,3.5,2.3,2.6,2.5,3.7,3.9,4,5.2,1.9,0.7,1.6,0.8,0.3,1.5,1.1,0.5,0.4,0.7,4.3,4.9,2,12.3,0.8,0.5,1.4,0.7,0.4,0.4
"nov03",308,4.2,5.5,6.2,5,3.3,4.8,4,3.9,3.9,4.1,3.3,2.8,2.4,1.4,2.8,1,0.6,1.3,2.3,0.6,0.4,0.9,0.3,0.2,1.2,8.7,6.7,2.5,15.4,0.8,0.9,0.7,0.8,0.9,0.3
"nov04",309,4,3.3,4.1,1.9,1.9,1.8,2.4,4.4,4.7,4.2,3.6,1.8,3.5,3,2.9,0.9,0.7,1,1.4,0.7,0.9,0.6,0.9,0.6,1.1,5.9,4.6,2.5,8.8,0.3,1,1.8,1.8,1,0.1
"nov05",310,5.1,4.5,3.5,4.7,2.9,3.8,2.7,3,3.2,3.3,5.5,3.7,3.2,2.3,3.4,0.5,0.2,0.7,2.3,0.2,0.4,0.8,0.4,0.6,0.6,4.8,2.6,1.9,11.2,0.8,0.7,0.5,0.6,0.9,0.2
"nov06",311,3.9,8.5,7.8,4.6,5.3,4.5,2.6,2.6,2.2,4.1,3.1,3.4,2.2,0.8,2.1,0.7,0.6,0.4,1.7,0.2,0.6,0.9,0.5,0.4,0.7,4.8,2.9,1.2,9.6,0.6,1.4,0.7,0.9,0.5,0.3
"nov07",312,4.7,4,4.5,2.6,4.6,2.4,2.4,2.2,1.3,1.7,2.2,3.9,2.5,2.9,2.4,1.3,1,1.2,0.9,0.2,0.5,0.7,0.8,0.1,0.7,5.1,4.2,1.4,10.8,0.7,0.8,0.5,1.2,0.4,0.1
"nov08",313,2.3,4.5,4.9,4.6,3.6,2.7,2.1,2.4,1,2.8,3.1,3.5,3.7,2,2.2,2.2,1.3,0.7,1,0.3,0.3,0.7,0.2,0.5,0.7,4.2,3.2,1.9,9.2,0.8,0.8,0.5,0.9,0.3,0.2
"nov09",314,5.1,4.5,5.4,5.1,4.8,3.1,1.1,1,1.2,2,2.7,3,2,3.2,2.9,2,0.3,0.7,1,0.5,0.2,0.6,0.3,0.8,0.8,7.3,5.3,1.6,4.8,0.4,0.8,0.9,1.4,0.5,0.1
"nov10",315,2.4,5.6,2.6,5.1,2.9,4.1,1.9,2.7,1.9,5.4,3.6,4.1,4.5,5,4,2,0.6,1,1,0.1,0.2,1.3,0.2,0.4,0.6,5.6,4.6,1.1,11,0.4,0.7,0.8,1.5,0.4,0.2
"nov11",316,5.6,6.7,9,6,5,3.4,2.1,3,4.1,4.3,5,3.1,2.4,1.6,3.2,1.1,0.5,0.6,0.9,0.3,0.4,0.5,0.7,0.3,1,4.9,5.6,1.5,12.1,0.6,1.1,0.7,1,1.1,0.3
"nov12",317,7.1,5.6,7.1,3,4.9,2.3,1.9,4.2,3.3,4.5,2.5,2.5,2.9,1.9,3.1,1.9,0.4,0.5,0.8,0.5,0.3,0.5,0.9,0.6,0.5,4.3,2.7,1.3,8.3,0.7,1,0.7,0.7,0.6,0.6
"nov13",318,4.2,5.5,5.4,5.4,3.5,6.2,2.2,2.6,3.1,3.6,3,3,3.2,1.6,2.1,0.6,0.6,0.6,0.9,0.4,0.8,1.2,0.4,0.3,0.4,4.2,4.3,1.4,7.9,1,0.7,1,1,0.6,0.3
"nov14",319,8.3,5.7,7.6,4.6,5.9,3.2,2.8,1.3,2.5,3.9,2.9,3.1,1.8,2,2.1,0.9,0.5,0.9,0.7,0.3,0.8,1.5,0.3,0.4,0.6,4.7,4.3,1.6,8.9,0.8,1,1.3,1,0.6,0.4
"nov15",320,6.2,4.9,5.4,5.8,3.7,2.5,1.2,1.2,1.5,2.4,2.9,2,3.1,3.1,4.2,1,1.3,0.7,0.6,0.4,0.6,1.4,0.6,0.2,0.7,5.6,4.4,1.5,12.8,0.9,1,1.4,0.5,0.4,0.1
"nov16",321,5.5,3.1,2.9,3.3,4.6,3.3,1.7,1.8,2.3,3.5,3,3,2.8,3.1,3,2.3,0.4,0.6,1.2,0.5,0.2,1.6,0.5,0.6,0.8,5,3.2,1.8,7.5,0.7,0.4,1,1.2,0.7,0.2
"nov17",322,4.6,5.2,4.7,5,4.4,3.2,2.2,3.6,2.2,4.4,2.7,2.6,2.6,1.7,2,1.5,0.9,0.5,1.1,0.4,0.4,1.2,0.4,0.5,0.4,4.2,3.2,1.6,9.7,0.3,1,0.4,1.2,0.7,0.2
"nov18",323,5.6,6.2,5.7,4.9,4.7,3,3.8,1.5,2.1,3,3.3,3.2,1.9,1.3,1.9,1.8,0.4,0.9,1.5,0.3,0.4,0.5,0.9,0.3,0.3,4.8,3.2,2.2,12.6,0.6,0.9,0.5,0.4,0.5,0.2
"nov19",324,8.3,5,6.2,3.5,4.2,2.6,1.8,2,1.9,2.2,1.5,1.7,1.5,1.4,3,2.7,1.4,1.4,1.1,0.3,0.8,0.8,0.8,0.2,0.5,8.8,7,2.1,12.1,0.7,0.9,0.6,0.8,0.2,0.2
"nov20",325,2.5,4.6,3.1,5.5,3.4,4.1,2.3,2.1,2.5,3,4.2,3.6,3,3.9,6.2,5,1.2,0.7,1.2,0.3,0.5,1.3,0.7,0.6,0.7,4.3,4.2,1.4,10.2,0.4,0.7,1.1,0.9,0.6,0.3
"nov21",326,5.3,8,8.2,5.5,6.4,6.4,2.2,2.6,3.1,5.5,5,3.8,2.9,1.5,2.3,2.8,1,1.4,1.9,0.5,0.7,1,0.3,0.5,0.8,5.6,6.3,1,8.4,0.5,0.9,0.5,1.1,0.8,0.1
"nov22",327,3.9,5,3,6.3,4.7,3.7,2.1,1.4,1.6,1.3,1.4,1.5,1.4,1.2,1.5,1.3,0.5,1.2,1.5,0.7,0.6,1.1,0.7,0.2,0.5,3.9,3.4,1.2,7.6,0.7,0.6,0.5,1.2,0.5,0.2
"nov23",328,3.1,3.5,3.5,2.8,2.4,2.9,2.3,4.7,1.7,2.2,2.9,2.1,2.5,3,3.5,1.9,0.3,0.5,1.2,0.2,0.4,1.2,0.5,0.1,1.5,8.6,8,2.5,7.3,1.1,1.2,1,0.8,0.5,0.2
"nov24",329,4.9,3.9,6.3,4,3.4,2.9,3.4,2.7,3.8,3.5,3.6,2.5,2.3,1.3,2,0.7,0.8,1.3,1.6,0.5,0.9,0.9,0.5,0.6,1.2,5.6,5,2.1,9.2,0.6,1.1,0.9,1,0.3,0.2
"nov25",330,3.1,4.5,4.9,4.3,3.3,4.5,2.2,1.4,3,3.7,4.4,1.8,2.6,2.2,3.4,0.5,0.5,0.7,0.9,0.3,0.6,0.9,0.7,0.6,1.6,6.4,4,2.1,6.4,1,1.4,0.5,1.2,0.3,0.3
"nov26",331,7.3,8.8,5.9,5.1,5.7,4.6,2.4,1.5,2.8,5.2,4.8,5,4.2,2.2,3.8,3.6,1.7,0.8,1.4,0.6,0.3,0.5,0.6,0.3,0.8,4.5,3.8,1.2,10.7,0.8,0.8,0.4,2.2,0.4,0
"nov27",332,5.9,3.5,6.4,3.3,3.4,2.5,1.5,2.5,2.9,3.4,2.2,3.9,3.2,3.5,4.3,1.8,1.1,0.4,0.9,0.5,0.2,0.6,0.4,0.6,0.8,7.9,5.9,1.4,10,0.7,1.4,0.6,1,0.5,0.2
"nov28",333,3.2,5.8,4.1,6.6,3.8,4.4,1.3,2.5,2.8,5.3,4.1,4.4,4.5,4.5,4.9,1.3,0.9,0.9,0.2,0.3,0.4,0.8,0.6,0.5,0.4,5,4.2,1.1,12.6,0.8,0.9,0.9,0.3,0.5,0.2
"nov29",334,3.9,6,6.4,6.3,5.4,4.2,3.1,2.7,2.1,3.1,2.4,3.5,3.2,2.1,1.7,0.9,0.9,0.4,0.8,0.3,0.3,0.9,0.4,0.4,1.1,8.2,5.6,2.4,14.1,0.5,0.5,0.8,0.6,0.7,0.3
"nov30",335,5.1,4.1,4.5,3.3,3.1,3.3,1.6,2.1,2.2,2.6,2,1.8,1.8,0.5,1.1,0.8,0.2,0.3,1.2,0.5,0.6,0.8,0.9,0.4,0.9,6.1,4.2,2,9.7,0.5,0.7,0.6,0.9,1.1,0.3
"dec01",336,4,5.2,3,3.9,3.4,4.7,1.6,1.8,1.5,2.3,1.4,1.1,1.6,1,2,0.7,0.5,0.5,1.2,0.5,0.4,0.8,0.7,0.6,1.4,6.4,5.3,1.8,8.4,0.3,0.3,0.4,1,0.7,0.2
"dec02",337,2.6,4.1,2.9,4.2,3,3.1,2.5,2.6,1.5,2.2,1.5,3.2,2.7,2.5,3.8,0.4,0.9,0.5,1.1,1.1,0.6,0.4,0.4,0.4,0.7,5.6,5.3,2.2,8.2,0.5,0.6,0.6,0.7,0.4,0.4
"dec03",338,4.1,7.1,6.5,7.4,5.7,6.2,2.9,3.8,3.6,4.2,4.7,4.1,3.7,2.9,3.7,1.3,0.6,0.7,1,0.6,0.5,0.7,0.7,0.2,0.8,7.2,8.4,2,10.9,0.9,0.9,0.4,0.5,0.3,0.1
"dec04",339,6.4,6.4,6,8.5,6,8.2,3,1.8,2.7,3.9,2.9,3.1,2.9,2.7,2.9,1,0.6,1.4,1,0.5,1,1,0.5,0.1,0.7,5.1,5.1,0.8,9.1,0.6,0.2,0.6,0.5,0.9,0.1
"dec05",340,5.7,7.1,7.7,5.4,5.5,3.8,3.5,2.7,2.5,4,2.7,2.4,2.2,1.9,3.8,0.6,0.4,0.3,1.1,0.3,0.2,0.5,0.2,0.1,0.9,5.1,5,1,11.7,0.5,0.4,0.5,1,0.8,0.2
"dec06",341,4.1,6.2,7,5.5,5,4.3,2.1,3.1,2.7,3.9,4.9,2.6,3.7,4.2,6.1,0.9,0.7,0.7,1,0.5,0.7,0.6,0.3,0.7,0.5,4.7,3.5,1.2,9.3,1,0.7,0.4,1.1,0.6,0.1
"dec07",342,5.5,5.2,5.7,5.9,4.1,3.2,1.9,2.5,2,2.5,3,3,2,1.7,4.3,0.6,0.8,0.7,0.4,0.4,0.5,0.8,0.6,0,1,6.5,3.5,2.6,13.5,0.6,0.8,1,0.9,0.4,0.1
"dec08",343,4.3,3.1,3.4,3.2,3,1.7,0.7,2.1,1.4,3.2,2.9,3.5,2.5,1.7,2.6,2.4,1.2,1,0.5,0.3,0.8,0.8,0.6,0.2,1.1,7,5.2,2.2,10.4,0.8,0.9,0.5,0.7,0.5,0.2
"dec09",344,3.5,6.6,4.9,6.2,4.3,4.4,0.8,3.3,2.5,4.2,3.3,3.7,5.3,2.1,2.5,1.4,0.4,0.5,0.7,0.4,0.7,0.4,1.3,0.7,1.6,6.4,5.9,2.2,11.6,0.7,0.9,0.3,0.4,0.9,0.1
"dec10",345,5.4,7.3,5.5,3.5,4.2,2.9,1.6,4,3.3,3.9,2,2.2,2.5,3.2,3.1,1.2,0.5,0.8,0.5,0.5,0.8,0.8,1.1,0.6,1,5,5.4,1.9,11.4,0.6,1,0.4,0.8,0.5,0.2
"dec11",346,3.5,6.3,6.7,5.5,3.7,4.4,1.5,2,2.4,3.1,2.1,2.6,2.1,1.9,2.8,1.4,0.8,1.1,0.6,0.6,1.2,0.8,0.6,0.4,1.1,4.8,4,1.4,7.2,0.3,0.5,0.5,0.6,0.3,0.2
"dec12",347,3,4.8,5.6,4,4,1.3,1.9,3.2,2.5,3.9,3.6,3.3,3.6,3.1,2.8,1.9,0.5,0.6,0.4,0.9,0.4,0.9,0.4,0.3,1,5.6,4.1,1.2,7.8,0.5,0.3,0.4,0.3,0.9,0.1
"dec13",348,5.3,2.6,4.5,2.4,3.1,2.7,1.2,2.6,2.2,3.8,2.9,2.2,1.9,1.1,1.9,2.2,1.1,0.3,0.6,0.4,0.4,0.8,0.3,0.3,0.9,5.9,5.5,3,12.6,0.7,1.1,0.4,0.4,0.6,0.1
"dec14",349,4.7,3.4,4.8,3.5,3,4.3,1.6,1.6,3,4.6,4,1.5,1.9,1.1,1.5,0.9,0.1,0.8,0.3,0.2,0.4,0.8,0.4,0.3,0.8,6.2,5.4,1.7,11.3,0.7,0.7,0.5,0.4,1,0.2
"dec15",350,5.4,5.2,4.8,5.3,4.5,3.2,0.9,2.7,2.5,3.4,3,3.4,2.7,2.4,4.2,1.9,0.3,0.2,0.4,0.4,0.6,0.6,0.8,0.4,1,7.3,6.1,1.3,8.6,0.6,0.8,0.8,0.7,0.8,0
"dec16",351,4,6.1,7.1,3.5,4.6,5.1,1.3,4.7,3.2,4.3,4,2.4,2.5,0.9,2,1.9,0.5,0.4,0.7,0.3,0.4,1.4,0.8,0.3,0.6,4.8,4.2,2.4,6.4,0.7,0.7,0.9,0.6,0.2,0.2
"dec17",352,4.9,6.9,4.4,4.8,5.1,4.6,1.2,3.4,2.2,3.9,3.4,2.5,1.9,0.8,1.2,2,0.8,0.7,0.7,0.6,0.6,0.9,0.6,0.8,1.2,7.4,5.2,1.6,8.8,0.4,0.5,0.3,0.3,0.2,0.2
"dec18",353,9.1,3.6,6.8,3.9,3.8,2.6,1.7,1.2,1.9,1.6,2.1,1.9,1.7,1.8,2.1,1.1,0.3,0.7,0.4,0.8,1,1,0.6,0.3,0.7,4.4,3.5,1,7.7,1.3,1.1,0.6,0.4,0.3,0.2
"dec19",354,3,4.7,5.1,4.7,4.8,2.7,1.2,1.6,1.4,1.7,1.3,1.3,1.5,2.3,2.7,0.8,0.9,0.7,0.2,0.3,0.3,0.4,0.3,0.3,1,5.8,4.7,2.6,12.7,0.7,1.1,0.3,0.3,0.8,0.2
"dec20",355,4.4,2.7,2.2,2.6,2.2,1.6,0.7,3.4,2.4,3.6,1.8,3,2.9,2.3,3,1,0.4,0.5,0.4,0.3,0.5,0.5,0.4,0.3,1.5,6.5,4.8,1.4,9.4,0.6,0.8,0.4,0.4,0.4,0.2
"dec21",356,4.9,4.8,5,4.1,3.7,3.3,1.9,1.9,2.9,4,3.3,3.2,3.2,2.2,3.4,1.4,0.5,0.5,0.5,0.9,0.6,0.3,1,0.4,1.8,6.7,5.9,1.5,7.4,0.4,0.9,0.3,0.5,0.7,0.1
"dec22",357,3.5,8.4,6.3,6.2,6.4,5,2.3,2.7,1.8,3.3,3.7,2.2,2,1.8,2.5,2.4,0.9,0.6,0.2,0.8,0.7,0.5,1.1,0.6,1.6,5.5,5.4,2,7.1,0.4,1.4,0.5,1.1,0.5,0.2
"dec23",358,2.2,4.8,2.9,3.7,3.2,2.6,1.6,1.9,1.8,3.5,2.5,3.7,2.5,1.9,2.9,1.4,0.6,0.6,0.7,0.5,0.6,0.3,0.4,0.2,0.6,6,3.7,1.7,9.7,0.1,0.9,0.5,1,0.3,0.2
"dec24",359,5.2,5.4,6.2,4.9,4.9,4.7,2.4,2.5,2.5,3.2,3.6,2,3.2,2.5,5.2,0.5,0.7,0.7,0.5,0.3,0.5,0.3,0.5,0.3,0.8,4.9,3.5,1.4,10.1,0.9,1.1,0.5,0.8,0.6,0.3
"dec25",360,6.3,7.2,10.1,5.1,5.9,5.5,1.6,4.5,3.5,5.4,4,4.1,5.5,3.7,4,0.6,0.3,0.5,0.6,0.6,0.7,0.6,0.5,0.3,1.1,6.6,6.1,1.8,10.3,1.3,0.6,0.5,0.8,0.3,0.1
"dec26",361,4.8,6,8.8,5.6,4.9,4.8,1.9,3.8,3.2,4,3.7,2.1,1.5,1,1.4,1.4,0.7,0.4,0.5,0.5,0.8,0.6,0.5,0.5,1.1,5.7,5.9,1.8,11.3,0.6,0.5,0.2,0.8,0.4,0.3
"dec27",362,5.5,3.9,5.4,2.5,3.8,1.6,0.8,1.8,2.6,2.1,2.3,2.7,1.8,1.6,2.6,1.3,0.4,0.3,0.5,0.3,0.6,1.1,0.6,0.7,1.5,4.1,4.4,1.2,4.2,0.4,0.4,0.6,0.3,0.4,0.2
"dec28",363,5.8,4.7,3.9,5.1,3.7,4.6,1.8,4,3,3.9,3.7,2.7,2.6,2,1.9,1.4,1,0.5,0.6,0.8,1,0.5,0.5,0.7,1.2,3.8,3,1.1,8.6,0.7,0.8,0.3,0.3,0.4,0.1
"dec29",364,3,7.8,7.9,4.9,4,3,1.3,1.8,1.7,2.4,3.8,2.2,1.8,2,3.9,0.9,0.2,0.8,0.4,0.5,0.5,0.5,0.5,0.4,1.2,5.9,4.7,2,5.4,0.5,0.7,0.3,0.7,0.4,0.2
"dec30",365,8.4,5.9,7.1,4.7,5.6,3.1,0.8,2,1.8,1.9,3.1,1.8,1.4,1.3,2.7,1.8,0.6,0.7,0.6,0.6,0.6,0.5,0.8,0.5,0.7,4.5,4,1.3,5.4,0.3,0.6,0.4,0.7,0.3,0.2
"dec31",366,2.6,2.8,2.6,3.2,2.9,2.5,0.9,1.5,2.1,3,1.5,2.7,1.7,1.7,2.7,1.2,0.8,0.6,0.4,0.6,0.3,0.5,0.6,0.2,0.6,2.7,2.9,1.7,7.3,0.6,0.5,0.3,0.7,0.8,0.1
